,name,total_rating,cost_rank,abv,cask_type,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral
581,Glenglassaugh Torfa,158,3,50.0,,35,35,5,15,10,60,50,70,15,20,10,5,10,5
582,Glengoyne 17 Year,57,3,43.0,ex-bourbon & ex-sherry,0,0,50,30,30,70,70,70,0,20,50,50,80,20
583,Rittenhouse Rye 25 Year,28,5,50.0,new charred oak,20,0,25,15,0,60,60,50,0,0,10,0,5,10
584,Woodford Reserve Double Oaked,6799,2,45.2,"new charred oak, seasoned oak",0,0,20,0,0,70,70,70,0,0,15,10,30,0
585,Dalmore Cigar Malt,226,3,43.0,"ex-Matusalem sherry, ex-bourbon",20,0,60,60,20,60,60,60,0,0,50,30,70,10
586,Ransom The Emerald 1865 Straight American Whiskey,42,4,43.8,French and American oak,30,0,60,60,20,40,40,40,0,0,20,30,50,10
587,Wild Turkey Rare Breed,1189,2,54.1,new charred oak,10,0,15,0,0,70,70,80,0,0,30,0,15,0
588,Belle Meade Sour Mash Straight Bourbon,1161,2,45.2,"new, charred American oak",0,0,82,0,0,50,20,80,0,10,20,15,30,15
589,Glenlivet 25 Year,199,5,43.0,"ex-Bourbon, ex-Oloroso Sherry",10,0,60,20,20,60,60,70,0,0,60,30,80,30
590,Compass Box The General,16,5,53.4,"ex-Bourbon, ex-Oloroso Sherry",20,0,70,30,30,60,60,40,0,20,40,40,70,10
591,Redbreast 12 Year Cask Strength,897,4,57.7,combination of American oak ex-bourbon and European oak ex-oloroso sherry,5,0,15,0,0,65,65,70,0,5,15,10,20,5
592,Glen Garioch 1994,31,4,53.9,used American Oak barrels,30,30,60,40,30,60,60,50,20,0,60,60,70,20
593,Pappy Van Winkle 20 Year,1021,4,45.2,"new, charred American oak   ",50,0,50,30,60,60,70,60,30,30,40,30,70,40
594,Van Winkle Family Reserve Rye 13 Year,261,5,47.8,"new, charred American oak   ",40,0,80,30,50,80,70,20,30,20,10,40,30,20
595,WhistlePig The Boss Hog Straight Rye Whiskey,388,5,67.3,American Oak,50,0,80,50,40,70,70,60,0,0,70,20,40,20
596,Russell's Reserve 10 Year Bourbon,4148,2,45.0,"new, charred American oak",40,0,40,50,50,60,50,70,0,0,60,20,50,50
597,Hakushu 12 Year,1324,3,43.0,"ex-bourbon, ex-oloroso sherry",40,40,20,30,30,60,60,70,20,40,40,60,80,30
598,Talisker Distillers Edition,895,4,45.8,finished in Amoroso Sherry,70,70,60,40,60,80,90,90,40,50,60,40,80,40
599,Dalmore 18 Year,487,5,43.0,"ex-Bourbon, ex-Matusalem Sherry",30,10,70,10,10,80,90,80,10,10,60,30,90,30
600,BenRiach 20 Year,66,4,46.0,ex-Bourbon,50,10,50,10,40,70,70,70,10,20,70,50,70,30
601,BenRiach Curiositas 10 Year,389,3,46.0,ex-Bourbon,70,80,40,60,50,70,70,40,10,50,60,40,50,10
602,Weller Antique 107 Bourbon,4674,2,53.5,"new, charred American oak",20,0,50,0,60,60,50,50,0,0,30,40,50,20
603,Balcones Baby Blue,882,3,46.0,used American oak,20,0,40,20,60,80,60,50,10,0,40,30,60,20
604,Glenfarclas 17 Year,466,4,43.0,European oak ex-oloroso sherry cask,30,10,60,20,30,70,80,10,20,40,40,40,80,20
605,Rittenhouse Rye Bottled in Bond,2451,2,50.0,"new, charred American oak",30,0,50,0,60,40,50,40,0,20,20,30,50,0
606,Hibiki 17 Year,700,4,43.0,"ex-bourbon American oak, ex-sherry European oak, Japanese mizunara",20,10,65,65,50,80,85,75,30,70,70,0,70,65
607,Smooth Ambler Old Scout Rye 7 Year,169,2,49.5,Charred American White Oak,0,0,40,15,0,71,70,65,0,0,15,0,15,0
608,Springbank 10 Year,1303,3,46.0,ex-bourbon and ex-sherry,50,60,70,30,60,70,70,60,20,50,40,60,70,20
609,Lagavulin 16 Year,11437,3,43.0,oak barrels,60,80,60,50,70,80,70,40,70,60,40,20,40,10
610,Springbank 18 Year,194,4,46.0,ex sherry (80%) & ex bourbon,40,40,50,30,50,70,70,70,40,50,50,40,80,60
611,Caol Ila 18 Year,230,4,43.0,mixture of refill casks,40,30,30,20,40,60,60,50,10,40,30,20,30,10
612,Bushmills 16 Year Single Malt,544,3,40.0,"Ex-Bourbon, Ex-Spanish Oloroso Sherry & Ex-Port Pipe",40,10,75,10,30,70,80,80,10,20,60,20,80,40
613,Elijah Craig 18 Year Single Barrel Bourbon,1043,5,45.0,"new, charred American oak",50,0,60,10,10,65,70,55,10,5,55,25,55,30
614,Four Roses Small Batch Bourbon,5391,2,45.0,"new, charred American oak",40,0,40,40,50,60,40,70,20,10,50,30,70,30
615,Nikka Taketsuru 17 Year Pure Malt,279,4,43.0,,30,40,80,40,20,60,60,50,20,10,60,40,60,40
616,Compass Box Oak Cross,379,3,43.0,American & French Oak Barrels,20,10,70,20,30,50,60,70,10,20,80,50,70,20
617,Isle of Skye 12 Year,62,2,43.0,,15,10,15,0,0,75,80,85,0,0,30,0,30,0
618,Uncle Nearest Straight Rye,15,3,50.0,finished in used Uncle Nearest barrels,3,0,30,20,10,50,55,60,0,0,30,15,25,5
619,Square 6 High-Rye Rye,2,4,47.5,"new, charred American oak",0,0,55,25,0,50,40,20,0,0,5,10,15,3
620,Bruichladdich Black Art 10.1 Edition 29 Year,4,5,45.1,various casks ,15,0,35,20,10,45,45,50,10,10,5,35,80,10
621,Castle & Key Small Batch Wheated Bourbon (Batch 1),12,3,50.0,"new, charred American oak",0,0,60,50,20,70,80,60,0,20,90,20,10,0
622,Hibiki Blossom Harmony 2022,2,5,43.0,finished in sakura casks,20,0,35,10,15,50,50,40,0,0,10,35,45,35
623,High West A Midwinter Night's Dram Act 10 (All Scenes),70,4,49.3,finished in port barrels,5,0,65,55,10,50,50,40,0,0,15,10,70,3
624,Barrell Craft Spirits Gray Label Bourbon (2022 Release),1,5,50.29,"new, charred American oak; finished with ex-bourbon barrels",3,0,55,10,20,50,50,60,0,0,20,15,60,0
625,Jefferson's Ocean Aged at Sea New York Edition,1,4,49.0,"new, charred American oak",5,0,20,0,20,85,80,40,8,0,30,10,20,0
626,Cascade Moon 15 Year Barrel Proof,1,4,39.9,"new, charred American oak",10,0,15,5,10,70,60,40,0,5,10,25,30,5
627,Jack Daniel's Twice Barreled American Single Malt (2022 Release),19,3,53.9,"new, charred American oak; finished in oloroso sherry casks",40,0,65,15,10,50,50,45,0,0,45,35,65,0
628,Rossville Union Barrel Proof Straight Rye (2022 Release),2,3,58.6,"new, charred American oak",30,0,60,35,20,70,70,45,0,0,40,35,20,0
629,Dingle Single Malt (Core Release),15,4,46.3,"39% Bourbon, 61% PX Sherry",0,0,65,0,15,80,55,55,0,0,15,10,60,0
630,"Booker's Bourbon Batch 2021-04 ""Noe Strangers Batch""",111,4,62.2,"new, charred American oak",5,0,75,8,10,65,65,80,0,5,20,8,35,0
631,Port Charlotte Islay Barley 2013,18,4,50.0,American whiskey casks & Bordeaux wine casks,30,30,20,40,60,55,40,35,20,5,35,15,25,15
632,Waterford The Cuvée,16,4,50.0,"first-fill American oak, virgin American oak, ex-Vin Doux Naturel casks, and French oak",10,0,50,20,30,70,80,60,0,0,70,60,50,30
633,New Riff Red Turkey Wheated Bourbon,11,2,50.0,"new, charred American oak ",10,0,30,40,30,80,80,60,0,10,80,30,20,0
634,Paul John Christmas Edition 2021,5,4,46.0,"ex-bourbon, ex-port, ex-madeira",60,30,60,20,50,70,80,60,0,0,50,30,80,60
635,Elijah Craig Barrel Proof Bourbon Batch C921,123,3,60.1,"new, charred American oak ",10,0,50,10,10,90,85,60,0,0,25,10,30,0
636,Westland Garryana 2021 Edition 6,12,4,50.0,"garryana, ex-brandy, ex-sherry ",30,0,40,50,20,80,90,50,0,30,80,40,60,20
637,Eagle Rare 17 Year Bourbon (Fall 2021),17,4,50.5,"new, charred American oak",10,0,80,5,10,70,70,50,0,0,25,20,35,0
638,Four Roses Limited Edition Small Batch Bourbon (2021),56,4,57.1,"new, charred American oak ",10,0,35,10,15,85,85,70,0,5,15,20,40,0
639,Bardstown Bourbon Co. Ferrand Finish,32,4,55.0,finished in Maison Ferrand Cognac barrels,20,0,60,40,20,90,80,50,0,20,80,30,70,40
640,Whiskey Del Bac Distiller's Cut (Spring 2021),8,3,55.9,Pedro Ximenez finish,20,0,30,10,20,90,90,50,0,0,50,30,70,10
641,Old Fitzgerald Bottled in Bond 8 Year (Spring 2021),59,4,50.0,"new, charred American oak",5,0,20,10,10,85,80,70,0,3,30,15,20,0
642,Old Forester Birthday Bourbon 2021,72,4,52.0,"new, charred American oak",25,0,45,15,15,55,55,60,0,0,55,45,55,0
643,Barrell Bourbon Batch 028,45,4,54.43,"new, charred American oak",10,0,65,15,65,80,70,60,10,5,70,20,30,10
644,Benriach The Twenty One,8,5,46.0,"bourbon, sherry, virgin oak, Bordeaux red wine",15,5,55,20,10,50,50,35,10,5,30,10,55,5
645,Wild Turkey Master's Keep One,56,5,50.5,finished in toasted oak,20,0,60,80,20,80,60,40,0,0,90,30,20,0
646,George Dickel 13 Year Bottled in Bond Tennessee Whisky (Spring 2007),134,2,50.0,,20,0,80,40,30,80,90,60,0,0,90,20,10,0
647,Kingsbarns Family Reserve 2020,3,3,59.2,first-fill ex-bourbon and first-fill STR casks,0,0,35,15,40,50,40,35,0,0,40,20,40,20
648,Watershed Nocino Finished Bourbon,21,3,59.5,"new charred oak, nocino ",0,0,25,5,5,40,40,75,0,0,30,10,40,10
649,Aberfeldy 20 Year Small Batch Exceptional Cask Series,10,5,43.0,"refill casks, finished in Sauternes wine barrel",5,0,40,25,55,60,70,65,10,5,65,20,45,40
650,Barrell Bourbon New Year 2021,27,4,56.95,"new, charred American oak",20,0,50,40,40,80,40,50,0,0,80,20,60,20
651,Chicken Cock 15 Year Barrel Proof Kentucky Straight Bourbon,5,5,57.0,"new, charred American oak",15,0,55,15,65,70,75,70,5,5,70,10,35,10
652,Lot No. 40 Dark Oak,32,3,48.0,"American oak, finished in heavily-charred oak barrels",0,0,80,90,20,70,30,20,0,0,50,40,10,0
653,Russell's Reserve 2003,20,5,44.75,"new, charred American oak",30,0,50,60,0,80,60,50,0,20,80,50,40,0
654,Longmorn 16 Year,34,4,48.0,"First-fill American oak, ex-sherry and European oak ",0,0,0,5,0,0,0,50,0,0,10,25,55,25
655,Ardbeg Traigh Bhan 19 Year Batch 2 (2020),22,5,46.2,American oak and oloroso sherry,30,25,10,25,25,40,45,25,10,5,20,25,35,10
656,Barrell Bourbon Batch 025,53,4,56.7,"new, charred American oak",20,0,40,30,40,80,80,60,0,0,90,30,40,0
657,Sazerac Rye 18 Year (Fall 2020),22,4,45.0,"new, charred American oak",20,0,70,70,20,70,30,40,0,0,50,0,10,10
658,Teeling Renaissance 18 Year Single Malt (Volume 2),7,4,46.0,"ex-bourbon casks, Australian shiraz barrels",0,0,10,25,30,40,30,30,0,0,35,30,55,25
659,Glencadam 17 Year Triple Cask Portwood,3,4,46.0,"ex-bourbon, finished in port wood",0,0,35,15,35,55,60,35,0,0,20,15,35,10
660,Cedar Ridge The QuintEssential American Single Malt,39,3,46.0,"American oak whiskey barrels; finished in ex-port, ex-wine, ex-sherry, ex-rum, ex-brandy",20,30,40,20,20,70,80,60,0,0,50,10,90,0
661,Wild Turkey Rare Breed Barrel Proof Rye,493,3,56.1,"new, charred American oak",0,0,65,5,20,64,64,40,0,0,20,10,30,5
662,Waterford Bannow Island Edition 1.1,12,3,50.0,French & American Oak ,0,0,40,30,45,50,65,35,10,0,15,25,40,10
663,Lagavulin 12 Year (2020 Special Release),42,5,56.4,refill American oak casks,40,35,20,35,45,55,40,30,10,5,20,25,25,10
664,Barrell Bourbon Batch 024,43,3,56.95,,10,0,65,15,55,65,70,65,10,5,70,25,25,20
665,Angel's Envy Bourbon Finished in Mizunara Oak,6,5,48.9,"new, charred American oak; finished in Mizunara oak barrels",40,0,80,20,0,60,40,30,0,10,70,50,40,30
666,Sweetens Cove 13 Year Tennessee Bourbon,35,5,51.09,"new, charred American oak",10,0,50,30,55,70,75,70,5,5,65,20,30,25
667,Nikka Yoichi Apple Brandy Barrel Finish (2020 Release),6,5,47.0,,20,10,30,0,20,65,65,75,0,0,30,15,70,5
668,Barrell Bourbon Batch 023,49,4,53.89,"new, charred American oak",10,0,60,10,65,70,75,60,10,5,70,15,20,15
669,Daviess County Kentucky Straight Bourbon French Oak Finish,119,2,48.0,finished in French oak,10,0,60,0,60,80,75,90,0,0,90,30,80,95
670,Daviess County Kentucky Straight Bourbon Cabernet Sauvignon Finish,123,2,48.0,finished in ex-Napa cabernet sauvignon barrels,30,0,85,10,50,85,80,75,0,20,80,20,55,40
671,"Glentauchers 1996 23 Year The Gentlemen (Deer, Bear & Moose)",3,5,47.2,ex-bourbon hogshead & first-fill bourbon,30,20,35,20,90,85,80,85,10,20,60,55,80,75
672,Westland Peat Week 2020 Single Cask #3369,16,4,60.4,French puncheon,75,85,45,55,70,90,80,70,65,30,55,20,40,50
673,J.P. Wiser's Seven Rebels,8,3,42.8,"Ex-Bourbon, Virgin Oak, Ex-Speyside Whisky",50,0,45,20,20,40,45,40,0,0,40,20,45,20
674,Elijah Craig Barrel Proof Bourbon Batch C919,283,3,68.4,"new, charred American oak",60,0,95,80,90,85,90,65,0,10,75,45,65,70
675,Bruichladdich Black Art 1994 07.1 Edition 25 Year,31,5,48.4,,0,0,10,25,50,45,60,35,0,0,30,25,35,20
676,Octomore 10.2/96.9 Scottish Barley,17,5,56.9,first-fill American oak whiskey barrels and ex-Sauternes wine casks,40,35,10,10,50,60,70,45,10,15,30,20,40,10
677,Kilchoman Vintage 2010,22,4,48.0,ex-bourbon and ex-oloroso sherry,30,50,45,30,60,65,65,40,25,15,55,30,30,20
678,William Larue Weller Bourbon (Fall 2019),145,4,64.0,"new, charred American oak",20,0,55,35,20,45,45,45,0,0,30,40,30,10
679,Lux Row Distillers Double Barrel Bourbon 12 Year,110,4,59.2,"new, charred American oak",10,5,70,40,65,70,75,60,5,5,60,20,35,15
680,Knappogue Castle 12 Year Marchesi di Barolo Cask Finish,10,3,46.0,"ex-bourbon, finished in Barolo wine casks",10,0,40,30,55,65,60,70,10,5,55,20,40,25
681,Last Straw Straight Ontario Rye,2,3,43.0,Virgin American Oak,35,0,75,40,10,40,45,35,0,0,30,20,35,30
682,J.P. Wiser's Alumni Whisky Series Larry Robinson,11,2,40.0,"ex-Bourbon, Canadian, re-charred barrels, Caribbean rum, port and French oak casks",45,0,55,30,15,40,50,50,0,0,35,30,50,30
683,Old Forester Birthday Bourbon 2019,157,4,52.5,"new, charred American oak",20,0,60,40,30,90,80,60,0,0,90,20,20,0
684,Westland Barley Series Maris Otter Single Cask #2560,2,4,60.3,ex-bourbon,20,0,50,30,20,80,70,60,0,0,80,20,20,10
685,Balvenie A Day of Dark Barley 26 Year,20,5,47.8,first-fill bourbon barrels,20,5,40,15,55,65,65,60,10,5,40,10,30,10
686,Kilchoman STR Cask Matured (2019 Edition),36,4,50.0,red wine hogsheads,70,80,80,60,80,90,85,60,75,50,30,0,30,0
687,High West Bourye (2019 Release),159,3,46.0,"new, charred American oak",30,0,60,40,30,60,80,70,0,20,80,40,20,0
688,Balblair 18 Year,26,5,46.0,"American oak ex-bourbon, finished in first-fill Spanish oak sherry butts",15,0,40,20,50,75,70,60,15,10,60,15,35,20
689,Kilchoman Loch Gorm (2019 Edition),58,3,46.0,ex-oloroso sherry butts,80,85,75,30,75,80,90,70,80,70,50,30,70,30
690,Benromach Peat Smoke Sherry Cask Matured 2010,34,4,59.9,first-fill sherry hogsheads,40,25,20,10,50,60,40,30,5,5,15,20,40,15
691,Ranger Creek .36 Texas Straight Bourbon Cask Strength,17,3,63.6,,30,0,70,50,0,90,80,60,0,20,80,10,0,0
692,291 Colorado Rye Single Barrel,45,4,50.8,finished with charred Aspen staves,10,0,50,50,20,80,80,70,0,20,90,0,30,0
693,Fukano Jikan,8,4,40.4,,10,0,30,35,35,55,55,60,5,5,40,10,35,45
694,Thomas H. Handy Sazerac Rye (Fall 2018),146,4,64.4,"new, charred American oak",30,0,80,40,10,45,45,30,0,0,25,25,20,0
695,Port Charlotte 10 Year,1163,3,50.0,1st and 2nd fill American whiskey casks & 2nd fill French wine casks,60,70,40,25,55,60,65,35,35,15,35,15,20,15
696,Compass Box Flaming Heart (Sixth Edition),50,4,48.9,a variety of casks including heavily-toasted new French oak,80,30,50,0,10,80,70,60,30,20,70,10,50,0
697,"Booker's Bourbon Batch 2018-03 ""Kentucky Chew""",199,3,63.35,"new, charred American oak",35,0,65,25,60,60,70,60,5,5,55,10,15,10
698,Highland Park Wings of the Eagle 16 Year,50,4,44.5,primarily European oak ex-sherry,50,60,40,40,30,70,80,60,0,0,80,0,50,30
699,Old Fitzgerald Bottled in Bond 9 Year (Fall 2018),174,4,50.0,"new, charred American oak",25,0,55,35,25,50,50,55,0,10,35,40,50,0
