id,name,category,location,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
2870,WhistlePig RoadStock Rye,Rye,"Vermont, USA",3,43,"new, charred American oak, ex-wine, ex-beer ",15,0,45,40,15,45,45,40,10,20,20,40,15
2871,Square 6 High Rye Bourbon,Bourbon,"Kentucky, USA",4,47.5,"new, charred American oak ",5,0,50,55,5,45,40,50,0,15,5,10,0
2872,O.H. Ingram River-Aged Rye Whiskey,Rye,"(aged in) Kentucky, USA",3,49,new charred oak barrels,30,0,70,50,0,40,50,40,0,60,70,50,20
2873,Sagamore Spirit Distiller's Select Tequila Finish Rye,Rye,"Indiana, USA",3,49,extra añejo tequila barrel finish,20,0,70,70,20,70,50,30,0,30,70,40,20
2874,Noble Oak Double Oak Rye,Rye,USA,2,48,"new, charred American oak; finished with port oak staves",10,0,80,60,40,50,70,30,0,60,50,70,10
2875,Waterford Ballymorgan Edition 1.1,Single Malt,Ireland,4,50,French & American oak,0,0,35,45,20,30,25,10,0,20,20,20,20
2876,Ella Jones Straight Bourbon,Bourbon,"Colorado, USA",2,47,"new, charred American oak (char #3)",20,0,50,30,20,60,40,40,0,50,20,10,0
2877,Compass Box Hedonism Felicitas,Blended Grain,Scotland,5,53,"first fill bourbon, recharred American oak, refill sherry butt",10,0,10,5,0,60,65,40,10,20,0,20,15
2878,Westland Silver City Cask Exchange 3,American Single Malt,"Washington, USA",3,51.2,ex-Westland Whiskey barrels which held Scotch Ale,50,0,30,80,30,60,40,30,0,40,40,10,30
2879,Chicken Cock Kentucky Straight Bourbon,Bourbon,"Kentucky , USA",3,45,"new, charred American oak",10,0,45,40,45,55,50,60,10,55,30,15,20
2880,Highland Park Valfather,Peated Single Malt,"Islands, Scotland",3,47,refill casks,45,10,0,5,5,0,0,5,5,0,0,0,0
2881,Johnnie Walker A Song of Ice,Blended,Scotland,2,40.2,,20,0,50,45,60,50,40,60,0,40,70,60,50
2882,Wolfburn Small Batch Release No. 375,Single Malt,"Highlands , Scotland",4,46,Half-size first-fill bourbon cask and refill sherry hogshead,0,0,25,10,25,30,30,20,0,40,10,35,15
2883,Tom's Town Double Oaked Bourbon,Bourbon,"Missouri, USA",2,45,"new, charred American oak; finished with French and American oak staves",0,0,40,0,35,45,40,45,0,40,0,25,0
2884,Glengoyne Legacy Series: Chapter One 2019,Single Malt,"Highlands, Scotland",3,48,First-fill European oak oloroso sherry casks and refill casks,0,0,25,10,30,25,20,30,0,5,35,20,10
2885,Glen Moray Elgin Heritage 15 Year,Single Malt,"Speyside, Scotland",3,40,ex-sherry and American oak,5,0,45,20,20,35,30,40,0,35,10,20,10
2886,Jefferson's Ocean Aged at Sea Voyage 15 Special Wheated Mash Bill,Bourbon,USA,4,45,"new, charred American oak",15,0,60,0,10,40,20,20,50,25,10,30,0
2887,The Lakes The ONE British Blended Whisky,Peated Blend,Multiple Countries,2,40,,20,20,35,10,15,25,30,35,8,30,10,15,10
2888,Old Forester 1910 Old Fine Whisky,Bourbon,"Kentucky, USA",3,46.5,"new, charred American oak; finished in lightly toasted, heavily charred barrels",25,0,15,10,25,35,40,15,0,20,30,10,0
2889,Bunnahabhain Toiteach A Dha,Peated Single Malt,"Islay, Scotland",2,46.3,ex-bourbon and ex-sherry,20,20,5,0,15,0,20,10,0,0,0,10,0
2890,Oban Bay Reserve (Game of Thrones-The Night's Watch),Peated Single Malt,"Highlands, Scotland",3,43,,10,0,20,10,5,30,30,20,2,20,25,35,10
2891,Royal Lochnagar 12 Year (Game of Thrones-House Baratheon),Single Malt,"Highlands, Scotland",3,40,,5,0,10,20,15,30,30,20,0,25,15,35,15
2892,Macallan Enigma,Single Malt,"Highlands, Scotland",5,44.9,European oak sherry-seasoned casks,0,0,35,30,25,25,40,40,0,30,25,30,10
2893,The Glenlivet Captain's Reserve,Single Malt,"Speyside, Scotland",3,40,ex-bourbon & ex-sherry; finished in French Limousin ex-cognac,0,0,50,10,0,40,40,70,0,70,70,60,40
2894,Bowmore Vault Edition First Release Atlantic Sea Salt,Peated Single Malt,"Islay, Scotland",5,51.5,,20,10,0,0,10,0,0,20,20,10,0,0,0
2895,Eden Mill Hip Flask Series No. 5,Single Malt,Scotland,4,47,virgin American oak octave cask (50 liters),10,10,65,10,20,25,20,40,25,30,5,70,40
2896,Four Roses Bourbon,Bourbon,"Kentucky, USA",1,40,"new, charred American oak",0,0,20,30,0,30,30,50,0,10,10,30,30
2897,Prizefight Irish Whiskey,Blended,Ireland,2,43,finished in American rye casks,30,0,40,30,0,50,60,50,0,60,40,60,70
2898,Deadwood American Rye,Rye,USA,1,41.5,"new, charred American oak",10,0,40,35,30,30,35,55,5,40,15,30,25
2899,Deadwood Straight Bourbon,Bourbon,"Indiana , USA",1,40.5,"new, charred American oak",5,0,20,25,30,35,35,70,5,60,25,30,25
2900,Glen Scotia 1832 Campbeltown,Peated Single Malt,"Campbeltown, Scotland",3,46,"American oak, finished in Pedro Ximenez sherry casks",25,25,10,30,30,25,20,40,20,35,10,25,10
2901,Bird Dog Small Batch Bourbon (Treeing Walker Coonhound),Bourbon,"Kentucky, USA",2,43,"new, charred American oak",0,0,55,45,5,15,35,40,0,45,0,40,10
2902,Highland Park Full Volume,Peated Single Malt,"Islands, Scotland",4,47.2,first-fill bourbon barrels and hogsheads,70,60,55,50,60,40,40,70,40,65,50,55,30
2903,Lost Distillery Dalaruan,Blended Malt,Scotland,3,43,,75,55,60,50,30,30,60,70,20,55,75,55,20
2904,Buffalo Trace Experimental Collection Organic 6 Grain Whiskey,Bourbon,"Kentucky, USA",4,45,"new, charred American oak",30,0,60,30,25,50,50,40,0,40,40,50,0
2905,Liquormen's Ol' Dirty Canadian Whisky,Canadian,Canada,2,40,,20,0,60,10,20,30,35,50,0,50,20,40,20
2906,Copper Run Small Batch Spirit Whiskey,Spirit,"Missouri, USA",1,40,,15,0,25,0,30,30,35,30,0,40,10,55,0
2907,Tomintoul Tlath,Single Malt,"Speyside, Scotland",2,40,ex-bourbon American oak,5,10,65,75,30,20,20,60,0,75,35,45,45
2908,Big Spring Spirits American Blended Whiskey,Blended American Whiskey,"Pennsylvania, USA",2,53.85,Oak,20,0,50,10,20,20,30,20,0,30,20,10,10
2909,Hotel Tango Mike Moonshine,White,"Indiana, USA",1,45,unaged,5,0,40,10,20,20,15,20,10,0,15,20,0
2910,Koval White Whiskey Rye,White,"Illinois, USA",2,40,,0,0,60,30,20,20,20,20,10,15,10,15,15
2911,Connemara Distillers Edition,Peated Single Malt,Ireland,3,43,"ex-bourbon, finished in sherry",65,75,60,75,60,50,40,20,5,30,20,50,30
2912,Cascade Alchemy Bourbon Whiskey,Bourbon,"South Carolina (bottled in Oregon), USA",2,40,"new, charred American oak",15,0,35,0,75,30,20,35,20,45,0,0,0
2913,English Whisky Co. 5 Year (That Boutique-y Whisky Co.),Peated Single Malt,England,2,49.5,,75,60,60,30,30,20,10,50,0,55,55,75,20
2914,Syntax Spirits Big Cat Light Whiskey,Other Whiskey,"Colorado, USA",2,45,briefly aged in ex-bourbon,0,0,55,85,40,35,40,65,0,10,0,75,35
2915,Willie's Genuine Canadian Whisky,Canadian,"Alberta, Canada",2,40,,30,0,40,10,0,30,30,50,0,45,20,35,25
2916,High Commissioner Blended Scotch,Blended,Scotland,1,40,,5,0,10,0,10,50,50,80,0,40,5,50,0
2917,Redemption Barrel Proof 9 Year Straight Bourbon,Bourbon,"Indiana, USA",4,55.3,"new, charred American oak ",10,0,70,20,5,70,70,60,20,30,15,40,0
2918,Rock Town Arkansas Bourbon,Bourbon,"Arkansas, USA",2,46,"new, charred American oak",20,0,40,10,20,40,50,50,0,50,20,10,0
2919,Spirit Hound Straight Malt Whiskey,American Single Malt,"Colorado, USA",3,45,"new, charred American oak",15,15,20,5,0,15,20,60,0,15,20,55,40
2920,Wood's High Mountain Distillery Alpine Rye,Rye,"Colorado, USA",2,44,"new, charred American oak",10,0,35,0,0,40,30,60,0,15,10,20,10
2921,Balblair 1991 1st Release,Single Malt,"Highlands, Scotland",4,43,American white oak,15,0,40,10,50,20,10,60,45,55,70,65,60
2922,Murray Hill Club Blended Bourbon,Bourbon,"(blended & bottled in Washington D.C.), USA",4,51,"new, charred american oak",0,0,45,0,10,40,30,40,10,55,0,0,0
2923,Berentzen Bushel & Barrel,Flavored Whiskey,USA,1,30,,5,0,35,0,10,30,30,70,0,40,0,65,20
2924,Union Horse Reserve Straight Bourbon Whiskey,Bourbon,"Kansas, USA",2,46,"New, Charred American Oak",25,0,80,15,25,65,60,90,10,60,0,35,0
2925,Spirit Works Straight Wheat Whiskey,Wheat Whiskey,"California, USA",3,45,"new, charred American oak",10,0,40,30,50,30,30,30,0,40,0,40,0
2926,Glenmorangie Sonnalta PX,Single Malt,"Highland, Scotland",4,46,finished in Pedro Ximenez sherry casks,0,0,35,5,75,70,60,65,0,65,45,55,40
2927,Antiquary 12 Year,Blended Malt,"Highlands, Scotland",3,40,American Oak,10,0,0,25,40,10,45,65,0,70,45,40,55
2928,Dailuaine 16 Year Flora & Fauna,Single Malt,"Speyside, Scotland",3,43,sherry casks,45,0,15,15,20,50,50,45,15,55,60,80,55
2929,Snowfall Vermont Whiskey,White,"Vermont, USA",2,54,unaged,0,0,70,30,40,25,20,20,0,0,10,30,10
2930,Glenfiddich Malt Master's Edition Sherry Cask,Single Malt,"Speyside, Scotland",4,43,Oak and Sherry Casks,50,15,50,10,0,50,60,50,5,60,20,55,20
2931,Clark & Chesterfield Unaged American Single Malt,White,"New Hampshire, USA",2,40,unaged,0,0,40,30,30,20,30,20,10,0,30,10,10
2932,Jim Beam Double Oak,Bourbon,"Kentucky, USA",2,43,"new, charred American oak, finished in another oak barrel",75,0,35,5,0,40,60,65,0,50,0,10,10
2933,Hazelburn 10 Year,Single Malt,"Campbeltown, Scotland",2,46,Ex-Bourbon ,0,0,10,20,50,40,40,75,15,70,60,75,30
2934,Mackmyra Svensk Ek,Single Malt,Sweden,3,46.1,Swedish oak and ex-bourbon American Oak,0,0,35,45,30,35,20,15,0,25,10,20,10
2935,Central Standard Oat Whiskey,White,"Wisconsin, USA",2,40,"new, uncharred oak",0,0,20,30,20,20,20,40,0,0,0,40,10
2936,anCnoc Peter Arkle Casks,Single Malt,"Highlands, Scotland",3,46,American and Spanish oak,0,0,25,0,15,5,5,50,10,45,65,60,20
2937,Barrel Hitch American Whiskey,Blended American Whiskey,USA,1,53.9,,40,0,50,35,0,50,50,40,0,30,10,20,10
2938,Iron Smoke Apple Wood Smoked Whiskey (Discontinued),Other Whiskey,"New York , USA",2,40,"new, triple charred American oak",60,0,40,0,5,70,70,75,0,30,10,40,0
2939,Glenmorangie Tusail,Single Malt,"Highlands, Scotland",4,46,ex-bourbon,0,0,55,45,15,60,10,75,5,65,70,60,48
2940,The Pogues Irish Whiskey,Blended,Ireland,2,40,ex-bourbon and ex-sherry ,30,0,35,40,15,35,35,25,0,15,25,35,10
2941,Glenmorangie Dornoch,Single Malt,"Highlands, Scotland",4,40,Ex Bourbon and Ex Sherry,5,5,20,40,20,20,20,60,0,40,40,50,45
2942,Double Diamond Whiskey Cognac-Barrel Finished,Other Whiskey,"Colorado, USA",3,40,finished in Cognac barrels,0,0,20,20,30,30,30,50,0,30,25,30,10
2943,Short Mountain Tennessee Bourbon,Bourbon,"Tennessee, USA",2,46.5,"new, charred American oak",15,0,50,0,0,60,60,40,0,30,20,10,0
2944,Glengarry Single Malt,Single Malt,"Highlands , Scotland",2,40,oak,10,0,30,0,0,50,60,50,0,60,15,40,20
2945,Yamazaki 10 Year,Single Malt,Japan,5,40,First-Fill American Oak,10,0,40,20,45,50,30,35,0,10,10,45,0
2946,Dunedin Doublewood 15 Year,Single Grain,"South Island, New Zealand",4,40,"American oak ex-bourbon, French oak ex-New Zealand red wine",0,0,30,20,40,20,30,50,0,60,70,50,50
2947,Backbone Prime Blended Bourbon,Bourbon,"Indiana (bottled in Kentucky), USA",2,52,"new, charred American oak",40,20,80,40,40,70,50,30,20,30,20,30,30
2948,O'Begley Old Kilfountan Whiskey,Other Whiskey,"New York, USA",2,43,ex-bourbon,10,0,40,0,30,30,20,40,0,30,0,0,0
2949,George Washington Single Malt Whisky Distillers' Reserve,American Single Malt,"Virginia, USA",5,40,"ex-bourbon, re-coopered in Speyside; finished in Madeira casks",20,0,40,30,50,40,30,40,0,40,10,20,0
2950,Starward Wine Cask Malt Whisky,Single Malt,"Victoria, Australia",3,41,ex-shiraz wine cask,0,0,40,30,30,40,40,50,20,50,70,60,30
2951,Glencadam 10 Year,Single Malt,"Highlands, Scotland",3,46,ex-bourbon,10,0,75,30,10,30,30,20,20,30,50,40,30
2952,Whiskey Del Bac Classic Unsmoked,American Single Malt,"Arizona, USA",2,42,15-gallon barrels,10,0,60,20,0,50,50,40,0,25,5,30,5
2953,Glenfiddich Reserve Cask,Single Malt,"Speyside, Scotland",3,40,ex-sherry,0,0,40,10,5,5,55,60,5,65,70,75,45
2954,Five & 20 Rye (SB)2RW,Rye,"New York, USA",2,45,"new, charred American oak",20,0,90,30,40,50,40,40,0,40,50,20,20
2955,Bakery Hill Double Wood Single Malt,Single Malt,"Victoria, Australia",4,46,"ex-bourbon, finished in French oak",60,0,40,20,40,30,30,30,20,30,20,30,40
2956,Nikka Pure Malt Black Whisky,Peated Blended Malt,Japan,3,43,,20,15,55,15,15,35,35,30,10,25,30,10,0
2957,Henry McKenna Straight Bourbon,Bourbon,"Kentucky, USA",1,40,"new, charred American oak",10,0,40,0,10,70,60,70,0,30,5,10,0
2958,Breaker Bourbon,Bourbon,"Indiana (bottled in California), USA",2,45,"new, charred American oak",30,0,45,20,20,45,45,70,0,80,30,40,0
2959,Rock Oyster Blended Malt,Peated Blended Malt,"Islands, Scotland",3,46.8,,25,25,40,25,25,60,50,35,20,30,30,20,0
2960,Four Roses Mariage Collection Bourbon (2009 Release),Bourbon,"Kentucky, USA",3,54.8,"new, charred American oak",0,0,90,40,20,50,50,30,0,40,20,70,20
2961,Lost Distillery Gerston Vintage,Blended Malt,"Highlands , Scotland",5,46,,60,75,30,40,10,60,60,60,0,20,0,15,0
2962,Nikka Taketsuru Pure Malt (Discontinued),Peated Blended Malt,Japan,3,43,,15,0,5,10,10,70,70,70,0,50,0,60,30
2963,Old Pulteney Duncansby Head,Single Malt,"Highlands, Scotland",3,46,ex-bourbon & ex-Sherry,10,0,30,20,10,60,55,60,10,20,20,65,35
2964,Grand Traverse Straight Bourbon (Discontinued),Bourbon,"Michigan, USA",3,46,"new, charred American oak",20,0,25,20,0,50,60,50,0,40,5,15,0
2965,Lost Distillery Stratheden,Blended Malt,Scotland,3,46,,10,5,5,10,10,70,70,75,10,40,0,40,25
2966,Tamdhu Batch Strength Batch 001,Single Malt,"Speyside , Scotland",4,58.8,ex-sherry,0,0,15,0,10,50,65,75,0,50,0,60,20
2967,Bowmore Black Rock,Peated Single Malt,"Islay, Scotland",2,40,primarily Spanish ex-sherry casks,30,30,45,20,20,45,45,30,15,10,20,15,0
2968,Jack Ryan 12 Year Single Malt,Single Malt,Ireland,3,46,ex-bourbon,5,0,25,5,0,50,40,70,0,40,10,60,5
2969,Laws Four Grain Straight Bourbon,Bourbon,"Colorado, USA",3,47.5,"new, charred American oak",15,0,50,5,10,70,60,70,0,30,5,30,0
2970,Big Bottom Barlow Trail,Blended American Whiskey,"(bottled in) Oregon, USA",2,45.5,"new, charred American oak",20,0,80,30,20,40,20,80,10,60,0,10,40
2971,Johnny Drum Green Label Bourbon,Bourbon,"Kentucky, USA",2,40,"new, charred American oak",60,0,70,50,70,50,50,80,0,80,70,60,50
2972,Lovell Bros. Georgia Sour Mash,Corn,"Georgia, USA",2,43,used Tennessee Whiskey barrels,10,0,40,10,30,40,20,60,20,40,0,10,10
2973,Bainbridge Battle Point Organic Wheat Whiskey,Wheat Whiskey,"Washington, USA",3,43,"new, charred American oak",0,0,50,20,15,40,50,50,0,10,50,20,0
2974,Old Tub Kentucky Straight Bourbon,Bourbon,"Kentucky, USA",2,50,"new, charred American oak",35,0,75,15,60,70,70,55,0,45,40,30,0
2975,Defiance High-Rye Bourbon,Bourbon,USA,1,45,"new, charred American oak",20,0,70,30,20,60,60,60,0,20,30,30,20
2976,Hirsch Selection Kentucky Straight Corn Whiskey,Corn,"Kentucky, USA",2,45,used American oak,0,0,0,30,70,60,60,70,0,50,0,20,40
2977,Berkshire Bourbon,Bourbon,"Massachusettes, USA",2,43,"new, charred American oak",0,0,70,30,30,40,40,70,20,70,30,70,60
2978,Glenfarclas 10 Year,Single Malt,"Highlands, Scotland",4,40,European oak ex-oloroso sherry cask,15,0,35,20,15,50,25,40,0,55,35,65,50
2979,Kinnickinnic Whiskey,Blended American Whiskey,"Wisconsin, USA",2,43,,50,0,60,30,40,70,50,70,40,80,0,70,30
2980,Corsair Galaxy Hopped Whiskey,Flavored Whiskey,"Tennessee, USA",3,46,new charred oak,0,0,30,40,5,30,20,30,5,10,10,35,50
2981,John J Bowman Single Barrel Bourbon,Bourbon,"Virginia, USA",3,50,"new, charred American oak",20,0,70,30,40,80,60,70,20,90,0,40,40
2982,Hazelburn 12 Year,Single Malt,"Campbeltown, Scotland",4,46,ex-sherry,60,10,50,30,60,80,80,80,40,80,10,70,70
2983,TOPO Eight Oak Carolina Whiskey,Wheat Whiskey,"North Carolina, USA",2,46,oak of different sizes and char levels,60,0,70,50,30,60,40,50,40,70,80,30,70
2984,Journeyman Distillery Buggy Whip Wheat Organic Whiskey,Wheat Whiskey,"Michigan, USA",2,45,"new, charred American oak",20,0,60,20,30,70,60,60,0,50,30,40,0
2985,Uisce Beatha Real Irish Whiskey,Blended,Ireland,2,40,ex-bourbon,20,0,5,10,10,70,60,80,0,30,10,35,0
2986,Bowman Brothers Small Batch Bourbon,Bourbon,"Virginia, USA",2,45,"new, charred American oak",10,0,50,60,40,50,60,80,20,90,0,60,20
2987,Onyx Moonshine Secret Stash,Other Whiskey,"Connecticut, USA",3,45,"5 gallon new, charred American oak sealed in organic beeswax",10,0,20,0,30,50,40,30,0,30,10,10,0
2988,Smooth Ambler Yearling,Bourbon,"West Virginia, USA",2,48,new charred oak,0,0,35,20,0,35,35,65,0,15,5,30,10
2989,Cedar Ridge Iowa Bourbon (80 Proof) DISCONTINUED,Bourbon,"Iowa, USA",2,40,new charred oak,0,0,25,10,0,45,45,65,0,25,0,45,0
2990,Fighting Cock 6 Year Kentucky Straight Bourbon,Bourbon,"Kentucky, USA",1,51.5,"new, charred American oak",60,0,85,40,25,35,35,65,0,50,15,45,0
2991,(ri)1 Straight Rye Whiskey,Rye,"Kentucky, USA",2,46,"new, charred American oak",55,0,85,30,5,30,25,50,0,75,20,50,10
2992,Sons of Liberty Battle Cry American Single Malt,American Single Malt,"Rhode Island , USA",2,40,"new, charred American oak",0,0,40,20,0,60,60,80,0,20,0,20,50
2993,Redemption High Rye Bourbon,Bourbon,"Indiana , USA",2,46,"new, charred American oak",20,0,87,82,65,75,77,81,0,83,65,64,66
2994,Usquaebach Old Rare Whisky Stone Flagon,Blended,"Highlands , Scotland",4,43,,5,0,10,10,5,80,80,80,0,25,0,35,15
2995,Connemara Turf Mór,Peated Single Malt,Ireland,4,58.2,ex-bourbon,40,70,30,20,20,50,40,60,20,50,40,70,10
2996,Macallan Gold 1824 Series,Single Malt,"Highlands, Scotland",3,40,combination of European and American oak and 1st & 2nd fill ex sherry casks,0,0,50,30,10,50,40,70,10,60,30,70,20
2997,Oyo Whiskey,Wheat Whiskey,"Ohio, USA",3,46,"new, charred American oak",77,0,71,71,64,74,76,78,0,74,38,65,84
2998,Five Fathers Rye,Rye,"Kentucky, USA",2,55,new charred oak,0,0,30,0,10,70,70,80,0,25,5,15,40
2999,Mortlach 25 Year,Single Malt,"Speyside, Scotland",5,43.4,Refill American,10,0,35,15,15,75,75,65,5,20,5,15,5
3000,Journeyman Distillery Featherbone Organic Bourbon,Bourbon,"Michigan, USA",2,45,"new, charred American oak",50,0,50,50,50,79,73,89,0,85,50,50,63
3001,Journeyman Distillery Last Feather Organic Rye,Rye,"Michigan, USA",2,45,"new, charred American oak",50,0,50,50,50,50,74,86,0,78,50,67,50
3002,Jack Daniel's Rested Tennessee Rye,Rye,"Tennessee, USA",3,40,"new, charred American oak",78,0,83,60,73,75,83,90,0,93,50,80,60
3003,Tomatin Cu Bocan,Single Malt,"Highlands, Scotland",3,46,"ex-bourbon, ex-sherry, virgin oak",20,15,35,5,5,60,55,65,0,20,0,25,5
3004,Bully Boy American Straight Whiskey,Other Whiskey,"Massachusetts, USA",2,42,American Oak,10,0,80,70,30,60,70,60,0,70,10,70,60
3005,Finlaggan Old Reserve Islay Single Malt,Peated Single Malt,"Islay, Scotland",1,40,,40,50,20,35,10,50,50,40,10,15,35,35,0
3006,Wild Turkey Bourbon 101,Bourbon,"Kentucky, USA",1,50.5,"new, charred American oak",0,0,77,61,72,79,79,87,0,85,52,68,68
3007,Glengoyne 10 Year,Single Malt,"Highlands, Scotland",3,40,,0,0,0,0,5,65,65,70,0,10,15,30,0
3008,Smooth Ambler Old Scout Bourbon 7 Year,Bourbon,USA,2,49.5,new charred oak,0,0,25,15,0,60,60,70,0,15,10,15,0
3009,Clyde May's Alabama Style Whiskey (85 Proof),Flavored Whiskey,USA,2,42.5,"new, charred American oak",20,0,80,0,20,30,30,50,0,40,70,80,20
3010,Early Times Kentucky Whisky,Blended American Whiskey,"Kentucky, USA",1,40,used American oak,0,0,10,0,0,70,70,80,0,20,0,20,0
3011,Van Brunt Stillhouse Bourbon,Bourbon,"New York, USA",2,40,new charred oak,0,0,20,0,0,70,80,75,0,20,0,15,10
3012,Laphroaig Select,Peated Single Malt,"Islay, Scotland",3,40,"Quarter Cask, PX Cask, Triple Wood and Ten-Year Old Casks",30,25,10,10,0,40,50,70,0,10,0,40,5
3013,Redemption Barrel Proof 6 Year Straight Rye,Rye,"Indiana, USA",3,60.9,,15,0,35,5,0,70,70,75,0,20,0,0,0
3014,Woodford Reserve Master's Collection Straight Malt,American Single Malt,"Kentucky, USA",4,45.2,new charred oak,10,0,20,0,0,75,75,85,0,25,5,40,0
3015,McClelland's Single Malt Speyside,Single Malt,"Speyside, Scotland",2,40,,0,0,5,0,0,65,65,70,0,15,20,35,10
3016,Hirsch Selection 20 Year Rye,Canadian,"Nova Scotia , Canada",3,43,,20,0,20,40,20,50,50,50,0,15,0,15,30
3017,Old Potrero Straight Rye,Rye,"California, USA",3,45,new charred oak,20,0,65,10,25,80,80,75,10,25,0,10,0
3018,Van Brunt Stillhouse Rye Whiskey,Rye,"New York, USA",2,40,"American oak, small barrels (size not specified)",0,0,80,0,0,35,30,70,0,5,15,20,25
3019,The Six Isles Blended Malt,Peated Blended Malt,Scotland,2,43,,40,50,40,30,60,50,50,30,30,40,30,30,10
3020,Tyrconnell 10 Year Sherry Cask Finish,Single Malt,Ireland,3,46,"ex-bourbon, ex-sherry",30,0,30,20,30,50,50,30,20,20,60,50,30
3021,Chivas Regal 12 Year,Peated Blend,Scotland,2,40,,30,40,50,40,50,40,40,60,30,60,60,70,30
3022,Royal Lochnagar Distillers Edition,Single Malt,"Highlands, Scotland",4,40,Finished in Ex-Muscat,20,20,50,30,50,60,60,60,10,60,50,70,70
3023,Jefferson's Rye,Rye,Canada,2,47,,20,0,50,0,40,50,30,50,0,30,30,40,10
3024,Pure Kentucky XO,Bourbon,"Kentucky, USA",2,53.5,American Oak,40,0,60,0,50,60,40,50,0,30,10,30,0
3025,Four Roses Yellow Label Bourbon,Bourbon,"Kentucky, USA",1,40,"new, charred American oak",0,0,20,30,0,30,30,50,0,10,10,30,30
3026,Double Diamond Whiskey,Other Whiskey,"Colorado, USA",3,40,,10,0,40,20,20,10,10,30,10,25,10,20,15
3027,Dancing Pines Bourbon,Bourbon,"Colorado, USA",2,44,"new, charred American oak",5,0,0,10,0,10,10,50,0,45,0,50,40
3028,Amrut Single Malt Cask Strength,Single Malt,"Bangalore, India",3,61.8,Oak,40,10,40,20,30,30,40,50,20,60,50,70,30
3029,Templeton Rye 4 Year,Rye,"Indiana (bottled in Iowa), USA",3,40,"new, charred American oak",20,0,50,0,30,40,30,30,0,0,0,20,0
3030,Catoctin Creek Roundstone Rye,Rye,"Virginia , USA",2,40,"new, charred American oak",0,0,35,0,10,40,40,80,0,5,15,30,5
3031,Black Grouse (Discontinued),Peated Blend,Scotland,1,40,,50,60,50,40,50,60,70,60,40,60,60,60,10
3032,Kilbeggan Blended Irish Whiskey,Blended,Ireland,2,40,ex-bourbon,20,10,40,20,30,40,40,70,20,40,40,60,30
3033,Canadian Club Reserve 10 Year,Canadian,Canada,1,40,,0,0,80,60,20,40,50,50,0,30,50,60,30
3034,Seagram's VO Gold,Canadian,"Quebec, Canada",1,40,,0,0,70,20,40,60,60,70,0,40,30,60,40
3035,Sheep Dip,Blended Malt,"Highlands, Scotland",2,40,,5,0,5,0,10,65,65,80,5,40,15,25,5
3036,Cutty Sark,Blended,Scotland,2,40,used American Oak barrels,20,0,40,50,60,40,40,50,20,50,70,60,30
3037,Hankey Bannister Original Blend,Blended,"Highlands, Scotland",1,40,,10,0,40,30,30,50,50,70,10,60,40,60,20
3038,Old Line Bottled-in-Bond American Single Malt (2022 Release),American Single Malt,"Maryland, USA",3,50,"new, charred American oak ",30,0,80,50,10,60,50,20,0,70,40,40,0
3039,Brother's Bond Original Cask Strength Bourbon,Bourbon,"Indiana , USA",3,57.9,"new, charred American oak",20,0,40,35,10,40,40,55,0,25,15,15,0
3040,Mulholland American Whiskey,Other Whiskey,"Indiana , USA",2,50,,0,0,15,0,0,30,40,40,0,10,25,20,5
3041,Whistlepig Farmstock Rye Beyond Bonded,Rye,"Vermont, USA",4,50,"new, charred American oak",30,0,85,65,10,35,35,20,0,15,35,20,0
3042,Hudson Whiskey Do The Rye Thing,Rye,"New York, USA",2,46,"new, charred American oak",20,0,55,70,30,30,30,35,0,25,35,55,0
3043,Bird Dog 7 Year Small Batch Bourbon,Bourbon,"Kentucky, USA",2,44,"new, charred American oak",5,0,45,30,55,50,45,55,5,50,35,25,20
3044,Puncher's Chance Bourbon,Bourbon,"Kentucky, USA",2,45,"new, charred American oak",0,0,50,50,20,40,60,40,0,80,30,10,10
3045,Macallan 12 Year Triple Cask Matured,Single Malt,"Highlands, Scotland",3,40,"European oak sherry seasoned oak casks, American oak sherry seasoned oak casks and American ex-bourbon oak casks",0,0,25,10,20,30,25,35,0,40,20,25,10
3046,Dewar's Portuguese Smooth,Blended,Scotland,1,40,finished in port casks,20,10,30,0,15,35,35,50,0,25,45,50,0
3047,Abasolo Ancestral Corn Whisky,Corn,"Mexico, Mexico",2,43,"used American oak and some new, toasted barrels",10,0,40,80,40,50,50,40,30,40,0,10,30
3048,Glen Grant Arboralis,Single Malt,"Speyside, Scotland",2,40,ex-bourbon and Spanish sherry oak casks,0,0,0,30,20,20,15,35,0,40,20,40,10
3049,Little Book Chapter 3: The Road Home,Blended American Whiskey,"Kentucky , USA",4,61.3,"new, charred American oak",90,0,80,20,40,50,60,40,0,60,40,80,70
3050,Natterjack Irish Whiskey,Blended,Ireland,2,40,"ex-bourbon, finished in virgin American oak ",20,0,45,20,25,40,40,70,0,35,35,40,0
3051,Chivas Regal Strathisla 12 Year Distillery Collection,Single Malt,"Speyside, Scotland",4,40,,0,0,60,0,40,60,50,80,20,70,60,90,40
3052,Uncle Nearest 1884 Small Batch Whiskey (Sourced Whiskey),Tennessee,"Tennessee, USA",2,46.5,,0,0,50,45,20,40,30,65,30,60,55,30,40
3053,Still & Oak Straight Rye,Rye,"Wisconsin, USA",2,45,"new, charred American oak",5,0,40,50,35,35,40,40,5,40,25,25,20
