,whisky_id,link,image,name,avr_rating,category,location,total_rating,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
531,532,/spirits/the-glenlivet-single-cask-pullman-20th-century-limited,"https://ip-distiller.imgix.net/images/spirits/3e3ab420-018a-0134-b2f2-1a5b84d26aa8/the_glenlivet_single_cask_pullman_20th_century_limited_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",The Glenlivet Single Cask Pullman 20th Century Limited,4.5,Single Malt,"Speyside, Scotland",2.0,5,57.73,refill 500-liter Spanish oak,10,0,30,0,10,80,80,60,0,20,5,40,15
532,533,/spirits/port-charlotte-pc5-evolution,"https://ip-distiller.imgix.net/images/spirits/78fd4860-ff9e-0133-5049-06d10ca39bbc/port_charlotte_pc5_evolution_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Port Charlotte PC5 Evolution,7.57,Peated Single Malt,"Islay, Scotland",7.0,5,63.5,ex-bourbon and ex-sherry ,55,70,0,50,40,40,45,30,35,20,20,35,20
533,534,/spirits/laphroaig-cairdeas-2016-madeira-cask,"https://ip-distiller.imgix.net/images/spirits/6e6b4f70-fde5-0133-dadf-3202a2a4f5aa/laphroaig_cairdeas_2016_madeira_cask_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Laphroaig Cairdeas 2016 Madeira Cask,8.37,Peated Single Malt,"Islay, Scotland",169.0,3,51.6,ex-bourbon & Madeira wine hogsheads,70,50,20,40,15,80,80,50,30,15,10,40,0
534,535,/spirits/glengoyne-25-year,"https://ip-distiller.imgix.net/images/spirits/645d9c60-f843-0133-a3f6-52e91e072fa4/glengoyne_25_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Glengoyne 25 Year,9.39,Single Malt,"Highlands, Scotland",84.0,5,48.0,First-Fill Sherry Oak,10,0,25,15,15,80,80,75,0,50,10,30,10
535,536,/spirits/teeling-gold-reserve-26-year-single-malt,"https://ip-distiller.imgix.net/images/spirits/14290cb0-ec97-0133-5d8a-0632ac7dc547/teeling_gold_reserve_26_year_single_malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Teeling Gold Reserve 26 Year Single Malt,10.0,Single Malt,Ireland,2.0,5,46.0,"ex-bourbon, finished in ex-white Burgundy casks",30,0,50,20,10,60,60,50,0,40,20,60,30
536,537,/spirits/ardbeg-dark-cove-2016-committee-release,"https://ip-distiller.imgix.net/images/spirits/e09f5e70-da7d-0133-ec5a-4adc9201d14a/ardbeg_dark_cove_2016_committee_release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ardbeg Dark Cove (2016 Committee Release),9.02,Peated Single Malt,"Islay, Scotland",88.0,4,55.0,ex-bourbon and ex-sherry ,50,30,25,10,20,80,85,70,0,40,20,60,0
537,538,/spirits/pierde-almas-ancestral-corn-whiskey,"https://ip-distiller.imgix.net/images/spirits/c4e570f0-d3ae-0133-c041-269b797bd1ba/pierde_almas_whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Pierde Almas Ancestral Corn Whiskey,6.0,Corn,"Oaxaca, Mexico",6.0,4,50.0,unaged,10,0,50,30,25,35,40,20,0,0,20,35,10
538,539,/spirits/ancnoc-blas,"https://ip-distiller.imgix.net/images/spirits/05182190-ceb1-0133-0200-2e6d5b878420/ancnoc_blas_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",anCnoc blas,7.29,Single Malt,"Highlands, Scotland",17.0,3,54.0,"ex-bourbon, ex-oloroso sherry ",10,0,40,5,20,65,80,70,0,30,25,60,15
539,540,/spirits/wiser-s-red-letter,"https://ip-distiller.imgix.net/images/spirits/ca9fc170-c904-0133-0104-1a8080bbdaf3/wisers_red_letter_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",J.P. Wiser's Red Letter Canadian Whisky (2015 Edition),7.56,Canadian,"Ontario, Canada",16.0,4,45.0,ex-bourbon finished in virgin white oak,50,0,75,30,30,60,60,65,0,70,30,50,50
540,541,/spirits/midleton-dair-ghaelach,"https://ip-distiller.imgix.net/images/spirits/d2628790-ba41-0133-f5fc-5a1d05337e82/midleton_dair_ghaelach_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Midleton Dair Ghaelach Grinsell's Wood,9.33,Single Pot Still,Ireland,33.0,5,58.0,"ex-bourbon, finished in new Irish oak ",30,0,20,10,20,80,80,60,5,30,5,50,10
541,542,/spirits/straight-edge-bourbon,"https://ip-distiller.imgix.net/images/spirits/6f9be680-b289-0133-944b-6a5de9d1c43b/straight_edge_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Straight Edge Bourbon,7.71,Bourbon,"Tennessee and Kentucky (Finished and Bottled in California), USA",339.0,3,42.0,"new, charred American oak and ex-wine French oak",10,0,30,10,30,50,50,60,0,30,0,40,10
542,543,/spirits/port-charlotte-pc11-eorna-na-h-alba,"https://ip-distiller.imgix.net/images/spirits/af3ec220-b02c-0133-d48a-761250e1d3a1/port_charlotte_pc11_eorna_na_h_alba_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Port Charlotte PC11 Eòrna Na h-Alba,7.38,Peated Single Malt,"Islay, Scotland",26.0,5,59.5,,40,75,70,40,35,60,75,60,10,40,20,50,10
543,544,/spirits/craigellachie-17-year,"https://ip-distiller.imgix.net/images/spirits/7d6794b0-ab71-0133-bf68-66a53fdc068d/craigellachie_17_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Craigellachie 17 Year,7.93,Single Malt,"Speyside, Scotland",114.0,5,46.0,Oak,40,10,50,20,20,50,50,45,15,50,30,55,20
544,545,/spirits/teeling-whiskey-co-hybrid-no-1-edition,"https://ip-distiller.imgix.net/images/spirits/dbd9d540-a503-0133-128f-4eb6d28e46d0/teeling_hybrid_no_1_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Teeling Hybrid No. 1 Edition,9.0,Peated Blended Malt,Multiple Countries,2.0,2,44.1,,40,70,60,70,60,80,60,40,50,50,0,40,0
545,546,/spirits/jack-daniels-single-barrel-barrel-proof,"https://ip-distiller.imgix.net/images/spirits/b198b5e0-a38c-0133-51c2-12ddfb1f0fff/jack_daniels_single_barrel_barrel_proof_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Jack Daniel's Single Barrel Barrel Proof Tennessee Whiskey,8.1,Tennessee,"Tennessee, USA",1195.0,3,66.0,"new, charred American oak",20,0,50,0,30,70,80,70,0,70,0,0,0
546,547,/spirits/yamazaki-distiller-s-reserve-single-malt-whisky,"https://ip-distiller.imgix.net/images/spirits/50ea4440-9570-0133-1197-7e801534adc0/yamazaki_distillers_reserve_single_malt_whisky_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Yamazaki Distiller's Reserve,8.01,Peated Single Malt,Japan,396.0,3,43.0,Mizunara (Japanese oak) and European Oak,10,0,60,40,55,70,65,80,0,80,70,95,75
547,548,/spirits/russell-s-reserve-1998-bourbon,"https://ip-distiller.imgix.net/images/spirits/d2158ed0-8c10-0133-0350-7aa7bc863418/russells_reserve_1998_bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Russell's Reserve 1998,9.3,Bourbon,"Kentucky, USA",20.0,5,51.1,"new, charred American oak",20,0,80,0,30,70,60,60,0,50,10,10,0
548,549,/spirits/charbay-hop-flavored-whiskey-lot-s-211a,"https://ip-distiller.imgix.net/images/spirits/ae8cfdb0-746b-0133-ab34-52e589abdd68/charbay_hop_flavored_whiskey_lot_s_211a_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Charbay Hop Flavored Whiskey Lot S 211A,8.33,Other Whiskey,"California, USA",9.0,4,49.5,used French oak,50,0,75,80,30,60,70,20,20,10,30,20,70
549,550,/spirits/the-exile-french-oak-tasmanian-single-malt-15-year,"https://ip-distiller.imgix.net/images/spirits/d8835f30-64da-0133-cc2c-5ef75d7f8a37/the_exile_french_oak_tasmanian_single_malt_15_year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",The Exile French Oak Tasmanian Single Malt 15 Year,5.33,Single Malt,"Tasmania, Australia",3.0,5,62.0,French oak,0,0,40,20,20,70,80,60,0,40,30,40,40
550,551,/spirits/bowmore-23-year-port-cask-matured-1989,"https://ip-distiller.imgix.net/images/spirits/29a83a50-54c4-0133-a906-36574802eead/bowmore_23_year_port_cask_matured_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bowmore 23 Year Port Cask Matured 1989,8.26,Peated Single Malt,"Islay, Scotland",23.0,5,50.8,ex-port,80,60,80,10,60,100,90,80,90,20,90,90,0
551,552,/spirits/tiger-snake-sour-mash-whiskey-5th-batch,"https://ip-distiller.imgix.net/images/spirits/a5572190-4f5a-0133-a5c7-7edbca51fafe/tiger_snake_sour_mash_whiskey_batch_5_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Tiger Snake Sour Mash Whiskey (5th Batch),7.17,Other Whiskey,"Western Australia, Australia",12.0,4,43.0,,10,0,30,30,30,50,30,50,30,70,30,50,60
552,553,/spirits/compass-box-this-is-not-a-luxury-whisky,"https://ip-distiller.imgix.net/images/spirits/97c39170-4755-0133-b80b-76975cf359d2/compass_box_this_is_not_a_luxury_whisky_2015_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Compass Box This Is Not a Luxury Whisky,8.81,Blended,Scotland,43.0,5,53.1,,20,10,30,10,5,80,80,50,0,60,0,30,20
553,554,/spirits/caol-ila-stitchell-reserve-2013-special-release,"https://ip-distiller.imgix.net/images/spirits/c5b0d2d0-449b-0133-6901-5e681419d14a/caol_ila_stitchell_reserve_unpeated_single_malt_bottled_2013_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Caol Ila Stitchell Reserve (2013 Special Release),8.12,Single Malt,"Islay, Scotland",40.0,4,59.6,"rejuvenated American oak, re-coopered sherry casks",60,0,70,70,30,50,50,60,40,50,30,40,60
554,555,/spirits/hellyers-road-slightly-peated-single-malt,"https://ip-distiller.imgix.net/images/spirits/b50101a0-3c94-0133-802d-2244c52a3ef7/hellyers_road_slightly_peated_single_malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Hellyers Road Slightly Peated Single Malt,6.56,Peated Single Malt,"Tasmania, Australia",16.0,3,46.2,,60,40,40,50,50,50,30,40,40,40,30,50,60
555,556,/spirits/heartwood-convict-resurrection-single-malt,"https://ip-distiller.imgix.net/images/spirits/5f20bf80-3639-0133-d467-52b833c326e7/heartwood_convict_resurrection_single_malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Heartwood Convict Resurrection Single Malt,8.0,Single Malt,"Tasmania, Australia",1.0,5,72.0,American oak ex-port,60,30,70,40,20,60,50,40,60,40,50,60,40
556,557,/spirits/whistlepig-old-world-rye-12-year,"https://ip-distiller.imgix.net/images/spirits/495148d0-34f3-0133-36b0-0629cae5b639/whistlepig_old_world_cask_finish_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",WhistlePig Old World Cask Finish Rye 12 Year,8.22,Rye,"Indiana (bottled in Vermont), USA",890.0,4,43.0,"ex-madeira, ex-sauternes, ex-port",40,0,90,70,50,50,60,70,0,50,70,60,70
557,558,/spirits/nikka-whisky-from-the-barrel,"https://ip-distiller.imgix.net/images/spirits/433dc700-2ab7-0133-bb37-16b11fa9592c/nikka_whisky_from_the_barrel_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Nikka Whisky From the Barrel,8.11,Blended,Japan,2750.0,3,51.4,"ex-bourbon barrels and puncheons; ex-sherry butts, refilled, recharred, and remade hogsheads",50,40,60,20,25,60,70,55,40,45,45,60,20
558,559,/spirits/bakery-hill-cask-strength-peated-malt,"https://ip-distiller.imgix.net/images/spirits/305a14a0-23a2-0133-0cd1-42c164171d98/bakery-hill-cask-strength-peated-malt-whisky_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Bakery Hill Cask Strength Peated Malt,7.14,Peated Single Malt,"Victoria, Australia",7.0,5,59.5,ex-bourbon,50,70,20,10,50,30,30,30,40,40,40,40,30
559,560,/spirits/booker-s-bourbon-batch-2015-03-the-center-cut,"https://ip-distiller.imgix.net/images/spirits/5f0610f0-fffc-0132-8ab8-3a6d46f5b610/booker%2527s-bourbon-2015-03-release_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=","Booker's Bourbon Batch 2015-03 ""The Center Cut""",8.6,Bourbon,"Kentucky, USA",158.0,3,63.6,"new, charred American oak",20,0,50,10,20,80,75,80,0,60,10,40,0
560,561,/spirits/belle-meade-bourbon-sherry-cask-finish,"https://ip-distiller.imgix.net/images/spirits/78fe08e0-ea5b-0132-4947-72cdc1240f02/belle-meade-sherry-cask-finish-9-year-bourbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Belle Meade Bourbon Sherry Cask Finish,7.76,Bourbon,"Indiana (bottled in Tennessee), USA",382.0,4,45.2,"new, charred American oak and finished in European ex-sherry casks",0,0,40,30,20,90,90,80,0,70,20,70,20
561,562,/spirits/temperance-trader-barrel-strength-straight-bourbon,"https://ip-distiller.imgix.net/images/spirits/efe71ad0-e5a6-0132-8747-6677e4beeeec/temperance-trader-barrel-strength-straight-boutbon_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Temperance Trader Barrel Strength Straight Bourbon,7.18,Bourbon,"Indiana (bottled in Oregon), USA",11.0,2,57.5,"new, charred American oak",0,0,60,30,20,40,20,60,0,60,10,60,20
562,563,/spirits/ransom-whippersnapper,"https://ip-distiller.imgix.net/images/spirits/d5b26310-dd78-0132-609b-3278b329ae19/ransom-whipper-snapper_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ransom Whippersnapper,7.07,Other Whiskey,"Oregon, USA",57.0,2,42.0,"French oak ex-wine barrels, new and used American whiskey barrels",0,0,20,20,20,40,30,50,20,30,0,50,20
563,564,/spirits/longrow-cv,"https://ip-distiller.imgix.net/images/spirits/5e7125c0-d89d-0132-acfc-6ea6697c8e80/longrow-cv_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Longrow CV,8.11,Peated Single Malt,"Campbeltown, Scotland",36.0,3,46.0,"ex-rum, ex-sherry, ex-port, ex-bourbon",30,80,30,50,40,60,60,60,40,60,30,70,40
564,565,/spirits/springbank-green-12-year,"https://ip-distiller.imgix.net/images/spirits/c82eb130-b978-0132-8883-223af5d608c3/springbank-green-12-year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Springbank Green 12 Year,7.6,Peated Single Malt,"Campbeltown, Scotland",45.0,4,46.0,ex-bourbon,30,30,40,20,40,60,60,60,40,60,30,80,40
565,566,/spirits/mackinlay-s-shackleton-the-journey-2nd-edition,"https://ip-distiller.imgix.net/images/spirits/2f523b50-a5c1-0132-922c-2a3eff2721a3/mackinlays_shackleton_the_journey_2nd_edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",MacKinlay's Shackleton: The Journey 2nd Edition,7.64,Blended Malt,Scotland,14.0,5,47.3,,40,60,70,30,40,50,70,40,50,70,60,70,80
566,567,/spirits/ancnoc-24-year,"https://ip-distiller.imgix.net/images/spirits/3e52d920-9b7c-0132-108c-4ab181c48620/ancnoc_24_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",anCnoc 24 Year,8.39,Single Malt,"Highlands, Scotland",64.0,5,46.0,ex-bourbon/ex-sherry,0,0,30,0,15,80,85,75,0,40,0,40,5
567,568,/spirits/redemption-barrel-proof-10-yr-straight-rye,"https://ip-distiller.imgix.net/images/spirits/472d49b0-88a6-0132-a353-0239ff6f8b9c/redemption-barrel-proof-rye-10-year_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Redemption Barrel Proof 10 Year Straight Rye,8.0,Rye,"Indiana, USA",25.0,5,55.05,new charred oak,15,0,30,40,20,80,80,60,10,10,0,10,0
568,569,/spirits/oid-potrero-hotaling-s-single-malt-rye,"https://ip-distiller.imgix.net/images/spirits/3f477020-7685-0132-7c73-765ff37c11c6/old-potrero-hotaling-single-malt_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Old Potrero Hotaling's Single Malt Rye,7.52,Single Malt,"California, USA",27.0,4,50.0,first fill American oak,10,0,30,35,15,75,75,60,0,25,0,15,15
569,570,/spirits/navazos-palazzi-spanish-malt-whisky-single-palo-cortado-cask,"https://ip-distiller.imgix.net/images/spirits/e6bf4ba0-6c5a-0132-9ef5-765c12d8480f/navazos-palazzi-malt-whisky_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Navazos-Palazzi Palo Cortado Cask Malt Whisky (July 2014),8.0,Single Malt,Spain,11.0,4,52.5,ex-palo cortado sherry,0,0,25,0,15,80,85,85,25,40,15,40,0
570,571,/spirits/ardbeg-alligator,"https://ip-distiller.imgix.net/images/spirits/ca607b70-66ca-0132-e2de-7eb9c7365058/ardbeg-alligator_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ardbeg Alligator,9.01,Peated Single Malt,"Islay, Scotland",73.0,5,51.2,"used American oak and new, heavily charred American oak",90,80,50,70,30,10,90,60,40,70,0,50,50
571,572,/spirits/the-glenrothes-1992-2nd-edition,"https://ip-distiller.imgix.net/images/spirits/95a70300-5eff-0132-feff-7e9b9dcdf5b3/glenrothes-1992-second-edition_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",The Glenrothes 1992 (2nd Edition),8.09,Single Malt,"Speyside, Scotland",11.0,5,43.0,ex-bourbon/ex-sherry,0,0,20,0,20,85,85,80,0,40,10,30,0
572,573,/spirits/hillrock-estate-double-cask-rye,"https://ip-distiller.imgix.net/images/spirits/267d3aa0-53f3-0132-894d-6ab0bbc9dd2d/hillrock_double_cask_rye_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Hillrock Estate Seasoned Oak Cask Finished Double Cask Rye,7.85,Rye,"New York, USA",68.0,4,45.0,new charred oak; finished in seasoned oak,0,0,40,5,10,80,80,80,0,30,0,15,5
573,574,/spirits/teeling-single-grain-whiskey,"https://ip-distiller.imgix.net/images/spirits/71162dd0-506a-0132-c8d1-2affffd97fb2/teeling-single-grain-irish-whiskey_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Teeling Single Grain Whiskey,7.38,Single Grain,Ireland,619.0,3,46.0,California red wine barrels,35,0,55,30,30,60,75,85,0,55,30,45,30
574,575,/spirits/high-west-a-midwinter-night-s-dram,"https://ip-distiller.imgix.net/images/spirits/5a2637e0-48e2-0132-966e-3a1b15979079/high-west-midwinter-nights-dram_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",High West A Midwinter Night's Dram,8.74,Rye,"(bottled in) Utah, USA",1411.0,4,49.3,"new, charred American oak, French oak, and ex-port",40,0,75,30,20,60,60,85,0,60,40,80,50
575,576,/spirits/aberlour-18-year,"https://ip-distiller.imgix.net/images/spirits/9d3aef70-474c-0132-c345-42d5169d9d1b/aberlour_18_year_double_cask_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Aberlour 18 Year Double Cask Matured,8.56,Single Malt,"Highlands, Scotland",512.0,4,43.0,ex-bourbon and ex-sherry,40,40,74,42,78,82,83,81,64,76,36,84,58
576,577,/spirits/compass-box-the-lost-blend,"https://ip-distiller.imgix.net/images/spirits/e79953f0-2df6-0132-6e4c-6ea31d952407/compass_box_lost_blend_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Compass Box The Lost Blend,8.11,Peated Blend,Scotland,70.0,4,46.0,ex-bourbon,50,40,0,10,0,60,70,60,0,20,0,30,0
577,578,/spirits/ardbeg-airigh-nam-beist-1990,"https://ip-distiller.imgix.net/images/spirits/51e3bb70-2d69-0132-f3e1-0ad0cc3fdb77/ardbeg_airigh_nam_beist_1990_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ardbeg Airigh Nam Beist 1990,8.74,Peated Single Malt,"Islay, Scotland",39.0,5,46.0,Oak,70,60,25,10,70,90,100,50,55,30,10,60,0
578,579,/spirits/balcones-texas-single-malt,"https://ip-distiller.imgix.net/images/spirits/143c81e0-270f-0132-2a49-6a27c206018a/balconesnew_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Balcones Texas Single Malt,7.84,American Single Malt,"Texas, USA",998.0,4,52.5,ex-bourbon,5,0,20,0,10,75,75,70,0,20,0,20,0
579,580,/spirits/ardbeg-auriverdes,"https://ip-distiller.imgix.net/images/spirits/50a2bec0-1f27-0132-cf1b-760c88107f7b/ardbeg_auriverdes_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",Ardbeg Auriverdes,8.24,Peated Single Malt,"Islay, Scotland",132.0,4,49.9,,30,70,35,10,30,65,65,40,30,20,40,70,20
580,581,/spirits/george-t-stagg-bourbon-fall-2014,"https://ip-distiller.imgix.net/images/spirits/1d805c40-1a95-0132-c841-164fd2a408ae/george-t-stagg-2014_original.jpg?w=120&h=120&mark-w=35&mark-h=35&fit=crop&crop=right&mark-align=top,left&mark-pad=0&mark=",George T. Stagg Bourbon (Fall 2014),9.0,Bourbon,"Kentucky, USA",151.0,3,69.05,new charred oak,0,0,15,0,10,80,80,80,0,20,10,30,5
